,key,Mutation score
319,CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,0.4
320,FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,0.4
321,PROGRAM_DECIMAL_BINARY_CONVERSION_2,1.0
322,LEXICOGRAPHICAL_CONCATENATION_SUBSTRINGS_STRING,1.0
323,NUMBER_INDEXES_EQUAL_ELEMENTS_GIVEN_RANGE,0.1
324,PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,1.0
325,PROGRAM_CHECK_INPUT_INTEGER_STRING,0.4
326,MINIMUM_COST_CONNECT_WEIGHTED_NODES_REPRESENTED_ARRAY,0.7
327,LONGEST_COMMON_SUBSEQUENCE_WITH_AT_MOST_K_CHANGES_ALLOWED,0.0
328,FIND_ROTATION_COUNT_ROTATED_SORTED_ARRAY_1,0.9
329,DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,1.0
330,NTH_NON_FIBONACCI_NUMBER,1.0
331,LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,1.0
332,CONVERTING_ONE_STRING_USING_APPEND_DELETE_LAST_OPERATIONS,0.0
333,NEXT_POWER_OF_2_1,1.0
334,CHECK_WHETHER_NUMBER_DUCK_NUMBER_NOT,1.0
335,LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,1.0
336,HOW_TO_TURN_OFF_A_PARTICULAR_BIT_IN_A_NUMBER,0.0
337,COUNT_SET_BITS_IN_AN_INTEGER_1,1.0
338,MINIMIZE_THE_MAXIMUM_DIFFERENCE_BETWEEN_THE_HEIGHTS,0.4
339,WILDCARD_CHARACTER_MATCHING,0.6
340,LEXICOGRAPHICAL_CONCATENATION_SUBSTRINGS_STRING,1.0
341,MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,1.0
342,MEDIAN_OF_TWO_SORTED_ARRAYS,1.0
343,FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,1.0
344,FRIENDS_PAIRING_PROBLEM_2,1.0
345,FIND_SMALLEST_VALUE_REPRESENTED_SUM_SUBSET_GIVEN_ARRAY,0.5
346,LONGEST_COMMON_INCREASING_SUBSEQUENCE_LCS_LIS,0.4
347,MAXIMUM_DISTANCE_TWO_OCCURRENCES_ELEMENT_ARRAY,0.6
0,MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,1.0
1,FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,0.9
2,MAXIMUM_PRODUCT_SUBSET_ARRAY,0.7
3,FIND_SUM_ODD_FACTORS_NUMBER,0.9
4,WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,0.6
5,TRIANGULAR_NUMBERS,0.1
6,CHANGE_BITS_CAN_MADE_ONE_FLIP,0.3
7,COUNT_INDEX_PAIRS_EQUAL_ELEMENTS_ARRAY,0.4
8,COUNT_FREQUENCY_K_MATRIX_SIZE_N_MATRIXI_J_IJ,1.0
9,FIND_THE_MISSING_NUMBER_2,1.0
10,MAXIMUM_PRODUCT_OF_4_ADJACENT_ELEMENTS_IN_MATRIX,1.0
11,PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,0.2
12,DECODE_MEDIAN_STRING_ORIGINAL_STRING,0.9
13,PROGRAM_PAGE_REPLACEMENT_ALGORITHMS_SET_2_FIFO,1.0
14,COUNT_WORDS_APPEAR_EXACTLY_TWO_TIMES_ARRAY_WORDS,0.9
15,PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,0.4
16,ARRAY_RANGE_QUERIES_ELEMENTS_FREQUENCY_VALUE,0.4
17,FIND_LARGEST_PRIME_FACTOR_NUMBER,0.6
18,GOOGLE_CASE_GIVEN_SENTENCE,1.0
19,SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,0.9
20,SQUARE_ROOT_OF_AN_INTEGER_1,0.8
21,FIND_THE_ELEMENT_BEFORE_WHICH_ALL_THE_ELEMENTS_ARE_SMALLER_THAN_IT_AND_AFTER_WHICH_ALL_ARE_GREATER_THAN_IT,0.3
22,MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,1.0
23,STEINS_ALGORITHM_FOR_FINDING_GCD,1.0
24,REARRANGE_ARRAY_MAXIMUM_MINIMUM_FORM_SET_2_O1_EXTRA_SPACE,0.8
25,NUMBER_TRIANGLES_N_MOVES,1.0
26,PRINT_WORDS_STRING_REVERSE_ORDER,0.8
27,COUNT_SET_BITS_IN_AN_INTEGER_3,1.0
28,CIRCLE_LATTICE_POINTS,0.3
29,COUNT_SUBSTRINGS_WITH_SAME_FIRST_AND_LAST_CHARACTERS,1.0
30,EVEN_FIBONACCI_NUMBERS_SUM,1.0
31,FIND_MINIMUM_DIFFERENCE_PAIR_1,1.0
32,REPLACE_CHARACTER_C1_C2_C2_C1_STRING_S,0.2
33,MINIMUM_LENGTH_SUBARRAY_SUM_GREATER_GIVEN_VALUE_1,1.0
34,COUNT_SORTED_ROWS_MATRIX,0.3
35,MAXIMUM_LENGTH_PREFIX_ONE_STRING_OCCURS_SUBSEQUENCE_ANOTHER,0.4
36,MINIMUM_NUMBER_PLATFORMS_REQUIRED_RAILWAYBUS_STATION,1.0
37,COUNT_DIGITS_FACTORIAL_SET_1,1.0
38,LONGEST_INCREASING_ODD_EVEN_SUBSEQUENCE,1.0
39,CHECK_IF_X_CAN_GIVE_CHANGE_TO_EVERY_PERSON_IN_THE_QUEUE,0.7
40,NUMBER_IS_DIVISIBLE_BY_29_OR_NOT,0.0
41,HOW_TO_CHECK_IF_A_GIVEN_ARRAY_REPRESENTS_A_BINARY_HEAP_1,0.8
42,CAESAR_CIPHER,1.0
43,PRINT_WORDS_STRING_REVERSE_ORDER,0.8
44,MINIMUM_INCREMENT_K_OPERATIONS_MAKE_ELEMENTS_EQUAL,0.9
45,COUNT_SUBARRAYS_WITH_SAME_EVEN_AND_ODD_ELEMENTS,1.0
46,STEINS_ALGORITHM_FOR_FINDING_GCD,1.0
47,PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,0.2
48,CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,1.0
49,PAPER_CUT_MINIMUM_NUMBER_SQUARES,0.0
50,MAXIMUM_SUM_IARRI_AMONG_ROTATIONS_GIVEN_ARRAY,1.0
51,MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,1.0
52,SQUARE_ROOT_OF_AN_INTEGER,0.8
53,PROGRAM_FOR_FACTORIAL_OF_A_NUMBER_1,1.0
54,TRIANGULAR_NUMBERS,0.1
55,COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X,0.1
56,MAXIMUM_CONSECUTIVE_REPEATING_CHARACTER_STRING_1,1.0
57,BELL_NUMBERS_NUMBER_OF_WAYS_TO_PARTITION_A_SET,1.0
58,FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES_1,1.0
59,MAXIMUM_GAMES_PLAYED_WINNER,1.0
60,SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N_1,1.0
61,PAPER_CUT_MINIMUM_NUMBER_SQUARES,0.8
62,ADD_TWO_NUMBERS_WITHOUT_USING_ARITHMETIC_OPERATORS,0.0
63,FIND_SUM_UNIQUE_SUB_ARRAY_SUM_GIVEN_ARRAY,0.7
64,COUNT_ENTRIES_EQUAL_TO_X_IN_A_SPECIAL_MATRIX,0.8
65,TEMPLE_OFFERINGS,0.9
66,NUMBER_ORDERED_PAIRS_AI_AJ_0,1.0
67,MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,0.7
68,STEINS_ALGORITHM_FOR_FINDING_GCD,1.0
69,MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,1.0
70,MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,1.0
71,COUNT_POSSIBLE_PATHS_TOP_LEFT_BOTTOM_RIGHT_NXM_MATRIX_2,0.9
72,PAIR_WITH_GIVEN_PRODUCT_SET_1_FIND_IF_ANY_PAIR_EXISTS,0.3
73,MINIMUM_SUM_SQUARES_CHARACTERS_COUNTS_GIVEN_STRING_REMOVING_K_CHARACTERS,0.0
74,COUNT_OBTUSE_ANGLES_CIRCLE_K_EQUIDISTANT_POINTS_2_GIVEN_POINTS,0.0
75,FIND_THE_MISSING_NUMBER_2,0.8
76,PATH_MAXIMUM_AVERAGE_VALUE,0.9
77,COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,1.0
78,COUNT_ARRAYS_CONSECUTIVE_ELEMENT_DIFFERENT_VALUES,1.0
79,FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES_1,1.0
80,NUMBER_N_DIGIT_STEPPING_NUMBERS,1.0
81,CEILING_IN_A_SORTED_ARRAY,0.2
82,QUICK_WAY_CHECK_CHARACTERS_STRING,0.4
83,MINIMUM_SUM_SQUARES_CHARACTERS_COUNTS_GIVEN_STRING_REMOVING_K_CHARACTERS,0.0
84,SQUARE_ROOT_OF_AN_INTEGER,1.0
85,RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM_1,1.0
86,MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,0.7
87,NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,0.8
88,CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD_1,0.6
89,SUM_TWO_LARGE_NUMBERS,1.0
90,PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,0.9
91,MINIMUM_DIFFERENCE_MAX_MIN_K_SIZE_SUBSETS,0.5
92,COUNT_DIGITS_FACTORIAL_SET_1,1.0
93,MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,0.9
94,COMPOSITE_NUMBER,0.7
95,FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY,0.3
96,CHECK_ARRAY_CONTAINS_CONTIGUOUS_INTEGERS_DUPLICATES_ALLOWED,0.5
97,NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,0.5
98,FIND_SUM_UNIQUE_SUB_ARRAY_SUM_GIVEN_ARRAY,0.7
99,CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,0.1
100,LONGEST_PALINDROME_SUBSEQUENCE_SPACE,1.0
101,CIRCLE_LATTICE_POINTS,0.3
102,SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,1.0
103,NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,1.0
104,SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,0.3
105,PERFECT_REVERSIBLE_STRING,0.5
106,MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,1.0
107,REMOVE_MINIMUM_ELEMENTS_EITHER_SIDE_2MIN_MAX,0.7
108,MINIMUM_COST_FOR_ACQUIRING_ALL_COINS_WITH_K_EXTRA_COINS_ALLOWED_WITH_EVERY_COIN,0.2
109,COUNT_SUBARRAYS_EQUAL_NUMBER_1S_0S_1,1.0
110,SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,0.4
111,SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,0.0
112,CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,0.9
113,CEILING_IN_A_SORTED_ARRAY,0.7
114,NUMBER_N_DIGIT_STEPPING_NUMBERS,1.0
115,DYNAMIC_PROGRAMMING_SET_36_CUT_A_ROPE_TO_MAXIMIZE_PRODUCT_1,0.1
116,SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,0.2
117,PAINTING_FENCE_ALGORITHM,1.0
118,PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,0.2
119,STEINS_ALGORITHM_FOR_FINDING_GCD,1.0
120,FIND_ONE_EXTRA_CHARACTER_STRING_1,1.0
121,SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,0.1
122,COUNT_SUBARRAYS_EQUAL_NUMBER_1S_0S,1.0
123,SQUARED_TRIANGULAR_NUMBER_SUM_CUBES,0.1
124,REARRANGE_ARRAY_MAXIMUM_MINIMUM_FORM_SET_2_O1_EXTRA_SPACE,0.8
125,FIND_SUM_ODD_FACTORS_NUMBER,0.2
126,SUBSEQUENCES_SIZE_THREE_ARRAY_WHOSE_SUM_DIVISIBLE_M,0.8
127,FIRST_UPPERCASE_LETTER_IN_A_STRING_ITERATIVE_AND_RECURSIVE,0.1
128,ADD_1_TO_A_GIVEN_NUMBER,0.7
129,PRIMALITY_TEST_SET_5USING_LUCAS_LEHMER_SERIES,0.2
130,ELEMENTS_TO_BE_ADDED_SO_THAT_ALL_ELEMENTS_OF_A_RANGE_ARE_PRESENT_IN_ARRAY_1,1.0
131,NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,0.5
132,COMPOSITE_NUMBER,0.1
133,FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY,0.8
134,C_PROGRAM_FACTORIAL_NUMBER_1,1.0
135,RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,1.0
136,COMPOSITE_NUMBER,0.1
137,REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,0.8
138,ARRAY_RANGE_QUERIES_ELEMENTS_FREQUENCY_VALUE,0.4
139,REMOVE_MINIMUM_ELEMENTS_EITHER_SIDE_2MIN_MAX,1.0
140,COUNT_PAIRS_DIFFERENCE_EQUAL_K,0.4
141,FIND_LARGEST_PRIME_FACTOR_NUMBER,0.9
142,CHECK_IF_A_NUMBER_IS_JUMBLED_OR_NOT,0.5
143,DYCK_PATH,1.0
144,SMALLEST_OF_THREE_INTEGERS_WITHOUT_COMPARISON_OPERATORS,1.0
145,SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N_1,0.0
146,CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED_1,0.2
147,SMALLEST_SUM_CONTIGUOUS_SUBARRAY,1.0
148,FIND_LAST_DIGIT_FACTORIAL_DIVIDES_FACTORIAL_B,0.5
149,EVEN_FIBONACCI_NUMBERS_SUM,0.0
150,SUM_SERIES_12_32_52_2N_12,1.0
151,SUM_FACTORS_NUMBER,0.8
152,SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS_1,1.0
153,MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,0.8
154,MAXIMUM_PRODUCT_SUBSET_ARRAY,0.7
155,HOW_TO_CHECK_IF_A_GIVEN_ARRAY_REPRESENTS_A_BINARY_HEAP,0.4
156,FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY_1,1.0
157,MARKOV_MATRIX,0.7
158,CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED_1,0.2
159,CHECK_POSSIBLE_SORT_ARRAY_CONDITIONAL_SWAPPING_ADJACENT_ALLOWED,0.4
160,MAXIMUM_SUM_SUBSEQUENCE_LEAST_K_DISTANT_ELEMENTS,0.7
161,COUNT_WORDS_APPEAR_EXACTLY_TWO_TIMES_ARRAY_WORDS,0.9
162,DYNAMIC_PROGRAMMING_SET_36_CUT_A_ROPE_TO_MAXIMIZE_PRODUCT_1,1.0
163,STOOGE_SORT,0.1
164,COUNT_SORTED_ROWS_MATRIX,0.3
165,COUNT_SET_BITS_IN_AN_INTEGER_2,1.0
166,COMPOSITE_NUMBER,0.1
167,REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,0.8
168,COUNT_FACTORIAL_NUMBERS_IN_A_GIVEN_RANGE,0.1
169,FIND_SUM_ODD_FACTORS_NUMBER,0.9
170,DOUBLE_FACTORIAL_1,1.0
171,SQUARE_ROOT_OF_AN_INTEGER_1,1.0
172,NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,0.0
173,SUM_FAI_AJ_PAIRS_ARRAY_N_INTEGERS,1.0
174,FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES,1.0
175,SORT_EVEN_NUMBERS_ASCENDING_ORDER_SORT_ODD_NUMBERS_DESCENDING_ORDER_1,0.9
176,CEILING_IN_A_SORTED_ARRAY_1,0.9
177,FIND_THE_ELEMENT_BEFORE_WHICH_ALL_THE_ELEMENTS_ARE_SMALLER_THAN_IT_AND_AFTER_WHICH_ALL_ARE_GREATER_THAN_IT,0.3
178,LONGEST_PREFIX_ALSO_SUFFIX_1,1.0
179,FLOOR_IN_A_SORTED_ARRAY_1,1.0
180,SUM_DIVISORS_1_N_1,1.0
181,BINARY_SEARCH,0.1
182,FIND_LARGEST_PRIME_FACTOR_NUMBER,1.0
183,MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY_2,0.9
184,WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,1.0
185,MAXIMUM_NUMBER_CHOCOLATES_DISTRIBUTED_EQUALLY_AMONG_K_STUDENTS,0.6
186,MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,0.9
187,MAXIMUM_PRODUCT_SUBSET_ARRAY,0.7
188,MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES,0.8
189,SUBARRAYS_DISTINCT_ELEMENTS,1.0
190,CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,1.0
191,COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,1.0
192,MAGICAL_INDICES_ARRAY,1.0
193,FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,0.9
194,WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,0.0
195,FIND_LARGEST_D_IN_ARRAY_SUCH_THAT_A_B_C_D_1,1.0
196,CHECK_IF_A_NUMBER_IS_JUMBLED_OR_NOT,0.5
197,FIND_THE_MISSING_NUMBER_1,1.0
198,COUNT_NUMBER_OF_SOLUTIONS_OF_X2_1_MOD_P_IN_GIVEN_RANGE,0.9
199,SUM_PAIRWISE_PRODUCTS,1.0
200,FIND_THE_MAXIMUM_ELEMENT_IN_AN_ARRAY_WHICH_IS_FIRST_INCREASING_AND_THEN_DECREASING,0.7
201,DIAGONALLY_DOMINANT_MATRIX,0.7
202,NUMBER_N_DIGIT_STEPPING_NUMBERS,1.0
203,MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,0.3
204,FIND_REPETITIVE_ELEMENT_1_N_1,1.0
205,K_TH_MISSING_ELEMENT_INCREASING_SEQUENCE_NOT_PRESENT_GIVEN_SEQUENCE,0.3
206,FIBONACCI_MODULO_P,1.0
